"hc_x","hc_y","next_event_type","event_and_next_event_type","event_description","batter_name","pitcher_name","outs","balls","strikes","hit_trajectory","fld_score","bat_score","post_fld_score","post_bat_score","is_hit_into_play","is_hit_into_play_basehit","bat_side","pitch_hand","sport_id","game_pk","at_bat_number","event_inning","top_inning_sw","game_date"
,,,"hit_by_pitch","Devin Mann hit by pitch.  ","Devin Mann","Will Gaddis",0,0,0,,5,0,5,0,0,0,"R","R",13,"576583.00",25,3,"Y","2019-06-21"
"106.52","159.30","force_out","force_out","Brayan Morales grounds into a force out, shortstop Ryan Vilade to second baseman Taylor Snyder.   Nick Yarnall out at 2nd.  ","Brayan Morales","Will Gaddis",2,0,0,"ground_ball",9,4,9,4,1,0,"R","R",13,"576583.00",56,6,"Y","2019-06-21"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Will Gaddis",1,0,2,,0,0,0,0,0,0,"L","R",13,"576583.00",4,1,"Y","2019-06-21"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Will Gaddis",0,0,2,,0,0,0,0,0,0,"L","R",13,"576583.00",3,1,"Y","2019-06-21"
"178.60","87.22","single","single","Deacon Liput singles on a line drive to center fielder Matt Hearn.   Devin Mann to 3rd.    Deacon Liput to 2nd.  ","Deacon Liput","Will Gaddis",0,0,0,"line_drive",5,0,5,0,1,1,"L","R",13,"576583.00",26,3,"Y","2019-06-21"
"158.00","93.88","double","double","Devin Mann doubles (15) on a line drive to center fielder Matt Hearn.  ","Devin Mann","Robert Tyler",1,0,0,"line_drive",9,4,9,4,1,1,"R","R",13,"576583.00",61,7,"Y","2019-06-21"
"173.78","181.10","field_out","field_out","Miguel Vargas pops out to first baseman Lee Solomon in foul territory.  ","Miguel Vargas","Adrian Martinez",1,3,2,"popup",3,6,3,6,1,0,"R","R",14,"577493.00",52,6,"N","2019-06-21"
"75.63","119.93","field_out","field_out","Brayan Morales flies out to left fielder Sean Bouchard.  ","Brayan Morales","Will Gaddis",1,0,0,"fly_ball",0,0,0,0,1,0,"R","R",13,"576583.00",12,2,"Y","2019-06-21"
"140.44","93.28","field_out","field_out","Brayan Morales flies out to center fielder Matt Hearn.  ","Brayan Morales","Will Gaddis",1,0,0,"fly_ball",5,3,5,3,1,0,"R","R",13,"576583.00",35,4,"Y","2019-06-21"
,,,"walk","Miguel Vargas walks.  ","Miguel Vargas","Austin Smith",2,3,2,,3,6,3,6,0,0,"R","R",14,"577493.00",67,8,"N","2019-06-21"
"33.23","62.39","home_run","home_run","Devin Mann homers (13) on a fly ball to left field.  ","Devin Mann","Will Gaddis",0,3,1,"fly_ball",9,3,9,4,1,1,"R","R",13,"576583.00",45,5,"Y","2019-06-21"
"145.92","111.45","single","single","Dillon Paulson singles on a ground ball to right fielder Agustin Ruiz.  ","Dillon Paulson","Adrian Martinez",2,3,2,"ground_ball",3,5,3,5,1,1,"L","R",14,"577493.00",43,5,"N","2019-06-21"
"170.75","147.19","single","single","Dillon Paulson singles on a line drive to right fielder Agustin Ruiz.  ","Dillon Paulson","Ryan Weathers",0,0,0,"line_drive",3,1,3,1,1,1,"L","L",14,"577493.00",31,4,"N","2019-06-21"
"112.00","159.90","field_out","field_out","Miguel Vargas grounds out, shortstop Justin Lopez to first baseman Lee Solomon.  ","Miguel Vargas","Adrian Martinez",2,1,1,"ground_ball",3,5,3,5,1,0,"R","R",14,"577493.00",37,4,"N","2019-06-21"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Adrian Martinez",1,1,2,,3,5,3,5,0,0,"R","R",14,"577493.00",42,5,"N","2019-06-21"
"86.56","126.59","single","single","Miguel Vargas singles on a ground ball to left fielder Michael Curry.  ","Miguel Vargas","Ryan Weathers",2,2,2,"ground_ball",3,1,3,1,1,1,"R","L",14,"577493.00",25,3,"N","2019-06-21"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Robert Tyler",1,0,2,,9,4,9,4,0,0,"L","R",13,"576583.00",62,7,"Y","2019-06-21"
"127.75","184.13","single","single","Jacob Amaya singles on a line drive to pitcher Adrian Martinez.   Chris Roller to 3rd.  ","Jacob Amaya","Adrian Martinez",2,0,2,"line_drive",3,6,3,6,1,1,"R","R",14,"577493.00",54,6,"N","2019-06-21"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Robert Tyler",2,0,2,,9,4,9,4,0,0,"L","R",13,"576583.00",63,7,"Y","2019-06-21"
"156.79","85.40","double","double","Devin Mann doubles (14) on a line drive to center fielder Matt Hearn.   Jeter Downs to 3rd.  ","Devin Mann","Will Gaddis",0,0,0,"line_drive",0,0,0,0,1,1,"R","R",13,"576583.00",2,1,"Y","2019-06-21"
"181.63","98.73","field_out","field_out","Jeren Kendall flies out to right fielder Casey Golden.  ","Jeren Kendall","Tommy Doyle",0,0,0,"fly_ball",13,6,13,6,1,0,"L","R",13,"576583.00",84,9,"Y","2019-06-21"
"96.46","88.18","field_out","field_out","Eric Peterson flies out to center fielder Buddy Reed.  ","Eric Peterson","Nick Kuzia",2,1,2,"fly_ball",4,2,4,2,1,0,"R","R",12,"584366.00",59,7,"N","2019-06-21"
,,,"strikeout","Miguel Vargas called out on strikes.  ","Miguel Vargas","Ryan Weathers",0,0,2,,0,0,0,0,0,0,"R","L",14,"577493.00",4,1,"N","2019-06-21"
"146.49","154.45","field_out","field_out","Deacon Liput lines out to second baseman Taylor Snyder.  ","Deacon Liput","Will Gaddis",0,0,0,"line_drive",9,4,9,4,1,0,"L","R",13,"576583.00",46,5,"Y","2019-06-21"
,,,"strikeout","Brayan Morales strikes out swinging.   Nick Yarnall scores.    Brayan Morales to 1st.  Wild pitch by pitcher Hayden Roberts.  Throwing error by catcher Austin Bernard.  ","Brayan Morales","Hayden Roberts",2,0,2,,11,5,11,6,0,0,"R","R",13,"576583.00",75,8,"Y","2019-06-21"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Hayden Roberts",2,0,2,,11,6,11,6,0,0,"R","R",13,"576583.00",77,8,"Y","2019-06-21"
"147.13","159.90","field_out","field_out","Jacob Amaya lines out to second baseman Xavier Edwards.  ","Jacob Amaya","Jose Quezada",1,0,0,"line_drive",0,0,0,0,1,0,"R","R",14,"577492.00",49,7,"N","2019-06-20"
"150.76","172.02","field_out","field_out","Dillon Paulson grounds out to first baseman Lee Solomon.  ","Dillon Paulson","Jose Quezada",0,2,1,"ground_ball",0,0,0,0,1,0,"L","R",14,"577492.00",48,7,"N","2019-06-20"
"122.87","166.20","field_error","field_error","Marcus Chiu reaches on a fielding error by shortstop Ryan Vilade.   Deacon Liput to 2nd.  ","Marcus Chiu","Moises Ceja",2,0,0,"ground_ball",3,5,3,5,1,0,"R","R",13,"576582.00",50,6,"Y","2019-06-20"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Carlos Belen",2,1,2,,6,0,0,6,0,0,"L","R",14,"577492.00",71,9,"N","2019-06-20"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Moises Ceja",2,0,2,,3,5,3,5,0,0,"R","R",13,"576582.00",51,6,"Y","2019-06-20"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Lucas Gilbreath",0,0,2,,3,3,3,3,0,0,"R","L",13,"576582.00",36,5,"Y","2019-06-20"
,,,"strikeout","Hunter Feduccia strikes out swinging.  ","Hunter Feduccia","Joey Cantillo",0,1,2,,0,0,0,0,0,0,"L","L",14,"577492.00",10,2,"N","2019-06-20"
"179.81","142.58","field_out","field_out","Marcus Chiu pops out to second baseman Taylor Snyder.  ","Marcus Chiu","Lucas Gilbreath",1,0,0,"popup",2,2,2,2,1,0,"R","L",13,"576582.00",14,2,"Y","2019-06-20"
"200.40","107.45","field_out","field_out","Starling Heredia flies out to right fielder Luke Morgan.  ","Starling Heredia","Salvador Justo",0,0,0,"fly_ball",3,6,3,6,1,0,"R","R",13,"576582.00",73,9,"Y","2019-06-20"
"151.95","76.56","field_out","field_out","Jeren Kendall flies out to center fielder Matt Hearn.  ","Jeren Kendall","Moises Ceja",0,0,0,"fly_ball",3,5,3,5,1,0,"L","R",13,"576582.00",56,7,"Y","2019-06-20"
"132.57","190.43","field_out","field_out","Deacon Liput grounds out, pitcher Lucas Gilbreath to first baseman Luis Castro.   Connor Wong to 2nd.  ","Deacon Liput","Lucas Gilbreath",1,0,0,"ground_ball",3,2,3,2,1,0,"L","L",13,"576582.00",30,4,"Y","2019-06-20"
,,,"strikeout","Deacon Liput called out on strikes.  ","Deacon Liput","Lucas Gilbreath",2,0,2,,0,2,0,2,0,0,"L","L",13,"576582.00",6,1,"Y","2019-06-20"
"141.07","159.30","field_out","field_out","Jacob Amaya grounds out, second baseman Xavier Edwards to first baseman Lee Solomon.  ","Jacob Amaya","Joey Cantillo",1,2,1,"ground_ball",0,0,0,0,1,0,"R","L",14,"577492.00",28,4,"N","2019-06-20"
"177.87","114.39","field_out","field_out","Miguel Vargas flies out to right fielder Agustin Ruiz.  ","Miguel Vargas","Carlos Belen",1,2,2,"fly_ball",6,0,6,0,1,0,"R","R",14,"577492.00",70,9,"N","2019-06-20"
,,,"strikeout","Jacob Amaya called out on strikes.  ","Jacob Amaya","Joey Cantillo",2,1,2,,0,0,0,0,0,0,"R","L",14,"577492.00",6,1,"N","2019-06-20"
"116.21","160.15","field_out","field_out","Starling Heredia grounds out, shortstop Ryan Vilade to first baseman Luis Castro.  ","Starling Heredia","Lucas Gilbreath",2,0,0,"ground_ball",2,2,2,2,1,0,"R","L",13,"576582.00",15,2,"Y","2019-06-20"
,,,"walk","Deacon Liput walks.  ","Deacon Liput","Moises Ceja",1,3,0,,3,5,3,5,0,0,"L","R",13,"576582.00",48,6,"Y","2019-06-20"
"141.68","145.97","single","single","Hunter Feduccia singles on a ground ball to center fielder Grant Little.  ","Hunter Feduccia","Jose Quezada",2,3,1,"ground_ball",0,0,0,0,1,1,"L","R",14,"577492.00",50,7,"N","2019-06-20"
"139.23","153.48","single","single","Deacon Liput singles on a ground ball to second baseman Taylor Snyder.  ","Deacon Liput","Salvador Justo",2,0,0,"ground_ball",3,5,3,5,1,1,"L","R",13,"576582.00",66,8,"Y","2019-06-20"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Salvador Justo",1,0,2,,3,6,3,6,0,0,"L","R",13,"576582.00",74,9,"Y","2019-06-20"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Lucas Gilbreath",0,0,2,,0,0,0,0,0,0,"R","L",13,"576582.00",2,1,"Y","2019-06-20"
"115.61","160.15","field_out","field_out","Devin Mann grounds out, shortstop Ryan Vilade to first baseman Luis Castro.  ","Devin Mann","Salvador Justo",2,0,0,"ground_ball",3,6,3,6,1,0,"R","R",13,"576582.00",75,9,"Y","2019-06-20"
"46.56","120.17","double","double","Devin Mann doubles (13) on a fly ball to left fielder Casey Golden.   Jeren Kendall scores.  ","Devin Mann","Lucas Gilbreath",1,0,0,"fly_ball",3,4,3,5,1,1,"R","L",13,"576582.00",39,5,"Y","2019-06-20"
"185.26","132.89","single","single","Devin Mann singles on a line drive to right fielder Luke Morgan.  ","Devin Mann","Moises Ceja",1,0,0,"line_drive",3,5,3,5,1,1,"R","R",13,"576582.00",57,7,"Y","2019-06-20"
"180.42","84.43","triple","triple","Jeren Kendall triples (6) on a line drive to right fielder Luke Morgan.   Starling Heredia scores.  ","Jeren Kendall","Lucas Gilbreath",1,0,0,"line_drive",3,3,3,4,1,1,"L","L",13,"576582.00",38,5,"Y","2019-06-20"
"113.21","69.66","field_out","field_out","Miguel Vargas flies out to center fielder Grant Little.  ","Miguel Vargas","Joey Cantillo",2,0,0,"fly_ball",0,0,0,0,1,0,"R","L",14,"577492.00",43,6,"N","2019-06-20"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Joey Cantillo",0,2,2,,0,0,0,0,0,0,"R","L",14,"577492.00",4,1,"N","2019-06-20"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Lucas Gilbreath",0,0,2,,2,2,2,2,0,0,"L","L",13,"576582.00",20,3,"Y","2019-06-20"
"185.87","128.05","triple","triple","Jeren Kendall triples (5) on a ground ball to right fielder Luke Morgan.  ","Jeren Kendall","Lucas Gilbreath",0,0,0,"ground_ball",0,0,0,0,1,1,"L","L",13,"576582.00",1,1,"Y","2019-06-20"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Joey Cantillo",0,2,2,,0,0,0,0,0,0,"L","L",14,"577492.00",27,4,"N","2019-06-20"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Lucas Gilbreath",1,3,0,,3,3,3,3,0,0,"R","L",13,"576582.00",37,5,"Y","2019-06-20"
,,,"strikeout","Dillon Paulson called out on strikes.  ","Dillon Paulson","Joey Cantillo",1,0,2,,0,0,0,0,0,0,"L","L",14,"577492.00",5,1,"N","2019-06-20"
"18.69","66.87","home_run","home_run","Marcus Chiu homers (6) on a fly ball to left field.  ","Marcus Chiu","Salvador Justo",0,1,1,"fly_ball",3,5,3,6,1,1,"R","R",13,"576582.00",72,9,"Y","2019-06-20"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Joey Cantillo",2,2,2,,0,0,0,0,0,0,"R","L",14,"577492.00",21,3,"N","2019-06-20"
"141.07","162.93","field_out","field_out","Hunter Feduccia grounds out, second baseman Xavier Edwards to first baseman Lee Solomon.  ","Hunter Feduccia","Joey Cantillo",2,3,2,"ground_ball",0,0,0,0,1,0,"L","L",14,"577492.00",29,4,"N","2019-06-20"
"212.52","111.69","field_out","field_out","Devin Mann flies out to right fielder Luke Morgan.  ","Devin Mann","Lucas Gilbreath",1,0,0,"fly_ball",2,2,2,2,1,0,"R","L",13,"576582.00",21,3,"Y","2019-06-20"
"139.39","158.88","field_out","field_out","Eric Peterson grounds out, second baseman Michael De Leon to first baseman Charles Leblanc.  ","Eric Peterson","Ronald Herrera",0,0,0,"ground_ball",0,2,0,2,1,0,"R","R",12,"584364.00",14,2,"N","2019-06-19"
"112.38","170.79","field_out","field_out","Eric Peterson grounds out, third baseman Juremi Profar to first baseman Charles Leblanc.  ","Eric Peterson","Ronald Herrera",2,1,0,"ground_ball",0,2,0,2,1,0,"R","R",12,"584364.00",31,4,"N","2019-06-19"
,,,"walk","Eric Peterson walks.   Jared Walker to 2nd.  ","Eric Peterson","Demarcus Evans",2,3,2,,0,6,0,6,0,0,"R","R",12,"584364.00",43,5,"N","2019-06-19"
,,,"strikeout","Eric Peterson strikes out swinging.  ","Eric Peterson","Joe Barlow",0,3,2,,2,6,2,6,0,0,"R","R",12,"584364.00",65,8,"N","2019-06-19"
"178.62","116.90","field_out","field_out","Dillon Paulson flies out to right fielder Miles Gordon.  ","Dillon Paulson","Jhon De Jesus",0,2,1,"fly_ball",0,0,0,0,1,0,"L","R",14,"577491.00",5,1,"N","2019-06-16"
,,,"walk","Eric Peterson walks.   Carlos Rincon to 2nd.  ","Eric Peterson","Michel Baez",2,3,0,,1,1,1,1,0,0,"R","R",12,"584800.00",65,9,"Y","2019-06-16"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Jhon De Jesus",1,3,2,,0,0,0,0,0,0,"R","R",14,"577491.00",6,1,"N","2019-06-16"
,,,"walk","Deacon Liput walks.  ","Deacon Liput","Steven Wilson",2,3,0,,11,1,11,1,0,0,"L","R",13,"576721.00",73,8,"N","2019-06-16"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Elliot Ashbeck",0,0,2,,3,0,3,0,0,0,"L","R",13,"576721.00",8,1,"N","2019-06-16"
"69.60","108.42","sac_fly","sac_fly","Hunter Feduccia out on a sacrifice fly to left fielder Brian Rey.   Dillon Paulson scores.  ","Hunter Feduccia","Jhon De Jesus",1,3,2,"fly_ball",2,4,2,5,1,0,"L","R",14,"577491.00",41,5,"N","2019-06-16"
"83.91","143.59","field_out","field_out","Eric Peterson pops out to shortstop Ivan Castillo.  ","Eric Peterson","Jesse Scholtens",0,0,0,"popup",0,1,0,1,1,0,"R","R",12,"584800.00",33,5,"Y","2019-06-16"
"84.01","113.82","single","single","Starling Heredia singles on a line drive to left fielder Allen Cordoba.   Nick Yarnall scores.    Devin Mann to 3rd.  ","Starling Heredia","Fred Schlichtholz",1,0,0,"line_drive",11,1,11,2,1,1,"R","L",13,"576721.00",81,9,"N","2019-06-16"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Elliot Ashbeck",2,1,2,,7,0,7,0,0,0,"R","R",13,"576721.00",39,4,"N","2019-06-16"
,,,"strikeout","Eric Peterson called out on strikes.  ","Eric Peterson","Jesse Scholtens",1,0,2,,0,1,0,1,0,0,"R","R",12,"584800.00",12,2,"Y","2019-06-16"
"181.65","122.35","field_out","field_out","Hunter Feduccia lines out to right fielder Miles Gordon.  ","Hunter Feduccia","Jhon De Jesus",1,3,1,"line_drive",2,0,2,0,1,0,"L","R",14,"577491.00",28,4,"N","2019-06-16"
"104.12","173.84","field_error","field_error","Jacob Amaya reaches on a throwing error by third baseman Carlos Rivero.   Gersel Pitre scores.    Dillon Paulson to 3rd.    Jacob Amaya to 2nd.  ","Jacob Amaya","Jhon De Jesus",1,1,0,"ground_ball",2,3,2,4,1,0,"R","R",14,"577491.00",40,5,"N","2019-06-16"
"199.82","81.16","field_out","field_out","Dillon Paulson flies out to right fielder Miles Gordon.  ","Dillon Paulson","Jhon De Jesus",0,1,2,"fly_ball",2,0,2,0,1,0,"L","R",14,"577491.00",26,4,"N","2019-06-16"
"119.27","67.23","field_out","field_out","Jacob Amaya flies out to center fielder Michael Siani.  ","Jacob Amaya","Carlos Machorro",0,0,1,"fly_ball",2,6,2,6,1,0,"R","R",14,"577491.00",55,7,"N","2019-06-16"
,,,"strikeout","Deacon Liput called out on strikes.  ","Deacon Liput","Elliot Ashbeck",0,2,2,,7,0,7,0,0,0,"L","R",13,"576721.00",36,4,"N","2019-06-16"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Elliot Ashbeck",2,0,2,,7,1,7,1,0,0,"L","R",13,"576721.00",48,5,"N","2019-06-16"
"154.71","170.22","field_out","field_out","Deacon Liput grounds out sharply to first baseman Olivier Basabe.  ","Deacon Liput","Elliot Ashbeck",0,1,1,"ground_ball",9,1,9,1,1,0,"L","R",13,"576721.00",56,6,"N","2019-06-16"
,,,"strikeout","Brayan Morales strikes out swinging.  ","Brayan Morales","Elliot Ashbeck",1,0,2,,7,0,7,0,0,0,"R","R",13,"576721.00",30,3,"N","2019-06-16"
"200.78","114.62","field_out","field_out","Brayan Morales flies out to right fielder Jack Suwinski.  ","Brayan Morales","Elliot Ashbeck",1,1,1,"fly_ball",7,1,7,1,1,0,"R","R",13,"576721.00",47,5,"N","2019-06-16"
"119.87","113.27","single","single","Jacob Amaya singles on a line drive to center fielder Michael Siani.  ","Jacob Amaya","Jhon De Jesus",1,1,0,"line_drive",2,0,2,0,1,1,"R","R",14,"577491.00",27,4,"N","2019-06-16"
"152.33","162.28","field_out","field_out","Deacon Liput grounds out, second baseman Esteury Ruiz to first baseman Olivier Basabe.  ","Deacon Liput","Elliot Ashbeck",1,0,0,"ground_ball",3,0,3,0,1,0,"L","R",13,"576721.00",9,1,"N","2019-06-16"
,,,"strikeout","Starling Heredia called out on strikes.  ","Starling Heredia","Elliot Ashbeck",0,0,2,,7,0,7,0,0,0,"R","R",13,"576721.00",45,5,"N","2019-06-16"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Elliot Ashbeck",2,1,2,,7,0,7,0,0,0,"L","R",13,"576721.00",31,3,"N","2019-06-16"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Elliot Ashbeck",2,2,2,,7,0,7,0,0,0,"R","R",13,"576721.00",23,2,"N","2019-06-16"
,,,"strikeout","Brayan Morales called out on strikes.  ","Brayan Morales","Fred Schlichtholz",1,2,2,,11,3,11,3,0,0,"R","L",13,"576721.00",83,9,"N","2019-06-16"
"115.03","161.12","field_out","field_out","Hunter Feduccia lines out to shortstop Miguel Hernandez.  ","Hunter Feduccia","Jhon De Jesus",2,0,0,"line_drive",0,0,0,0,1,0,"L","R",14,"577491.00",7,1,"N","2019-06-16"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Fred Schlichtholz",2,1,2,,11,4,5,11,0,0,"L","L",13,"576721.00",85,9,"N","2019-06-16"
"150.76","67.84","field_out","field_out","Hunter Feduccia flies out to center fielder Michael Siani.  ","Hunter Feduccia","Carlos Machorro",1,3,2,"fly_ball",2,6,2,6,1,0,"L","R",14,"577491.00",56,7,"N","2019-06-16"
"107.76","160.51","single","single","Dillon Paulson singles on a ground ball to left fielder Brian Rey.   Gersel Pitre to 2nd.  ","Dillon Paulson","Jhon De Jesus",1,0,0,"ground_ball",2,3,2,3,1,1,"L","R",14,"577491.00",39,5,"N","2019-06-16"
"125.32","107.47","single","single","Starling Heredia singles on a line drive to center fielder Aldemar Burgos.  ","Starling Heredia","Elliot Ashbeck",2,0,2,"line_drive",10,1,10,1,1,1,"R","R",13,"576721.00",65,7,"N","2019-06-16"
"143.49","178.68","field_out","field_out","Dillon Paulson pops out to first baseman Bren Spillane.  ","Dillon Paulson","Carlos Machorro",2,3,2,"popup",2,6,2,6,1,0,"L","R",14,"577491.00",51,6,"N","2019-06-16"
"89.57","47.89","double","double","Devin Mann doubles (12) on a sharp fly ball to left fielder Allen Cordoba.   Nick Yarnall to 3rd.  ","Devin Mann","Fred Schlichtholz",0,0,0,"fly_ball",11,1,11,1,1,1,"R","L",13,"576721.00",79,9,"N","2019-06-16"
"112.61","174.99","field_out","field_out","Marcus Chiu grounds out, third baseman Gabriel Arias to first baseman Olivier Basabe.  ","Marcus Chiu","Elliot Ashbeck",1,0,1,"ground_ball",7,0,7,0,1,0,"R","R",13,"576721.00",21,2,"N","2019-06-16"
,,,"strikeout","Eric Peterson strikes out swinging.  ","Eric Peterson","Dauris Valdez",0,1,2,,1,1,1,1,0,0,"R","R",12,"584800.00",49,7,"Y","2019-06-16"
"144.38","155.92","field_out","field_out","Brayan Morales grounds out, second baseman Esteury Ruiz to first baseman Olivier Basabe.  ","Brayan Morales","Steven Wilson",0,1,1,"ground_ball",11,1,11,1,1,0,"R","R",13,"576721.00",71,8,"N","2019-06-16"
,,,"strikeout","Devin Mann strikes out swinging.  ","Devin Mann","Elliot Ashbeck",0,0,2,,10,1,10,1,0,0,"R","R",13,"576721.00",63,7,"N","2019-06-16"
"174.57","117.00","single","single","Deacon Liput singles on a ground ball to right fielder Tirso Ornelas.   Donovan Casey scores.    Deacon Liput to 2nd.  Fielding error by right fielder Tirso Ornelas.  ","Deacon Liput","Seth Blair",0,1,2,"ground_ball",2,3,2,4,1,1,"L","R",13,"576720.00",29,3,"N","2019-06-15"
"110.18","175.65","field_error","field_error","Jacob Amaya reaches on a throwing error by third baseman Juan Martinez.   Miguel Vargas to 2nd.  ","Jacob Amaya","Matt Pidich",1,1,0,"ground_ball",4,1,4,1,1,0,"R","R",14,"577490.00",59,7,"N","2019-06-15"
"111.02","182.93","double_play","double_play","Devin Mann grounds into a double play, first baseman Olivier Basabe to third baseman Eguy Rosario to first baseman Olivier Basabe.   Jeter Downs out at 3rd.    Devin Mann out at 1st.  ","Devin Mann","Franklin Van Gurp",0,1,1,"ground_ball",2,8,2,8,1,0,"R","R",13,"576720.00",56,6,"N","2019-06-15"
"196.02","108.26","field_out","field_out","Jeren Kendall flies out to right fielder Tirso Ornelas.  ","Jeren Kendall","Franklin Van Gurp",2,0,1,"fly_ball",2,8,2,8,1,0,"L","R",13,"576720.00",51,5,"N","2019-06-15"
"125.32","218.68","field_out","field_out","Devin Mann pops out to catcher Jalen Washington in foul territory.  ","Devin Mann","Reiss Knehr",1,0,2,"popup",0,1,0,1,1,0,"R","R",13,"576720.00",8,1,"N","2019-06-15"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Evan Miller",2,0,2,,2,8,2,8,0,0,"L","R",13,"576720.00",67,7,"N","2019-06-15"
"96.86","152.03","single","single","Jacob Amaya singles on a ground ball to left fielder Brian Rey.  ","Jacob Amaya","Connor Curlis",2,1,0,"ground_ball",0,0,0,0,1,1,"R","L",14,"577490.00",6,1,"N","2019-06-15"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Connor Curlis",1,3,2,,0,1,0,1,0,0,"R","L",14,"577490.00",22,3,"N","2019-06-15"
"99.90","170.22","field_out","field_out","Devin Mann grounds out, third baseman Eguy Rosario to first baseman Olivier Basabe.  ","Devin Mann","Seth Blair",1,3,2,"ground_ball",0,3,0,3,1,0,"R","R",13,"576720.00",20,2,"N","2019-06-15"
"189.66","129.71","single","single","Jeren Kendall singles on a fly ball to right fielder Tirso Ornelas.   Drew Avans to 3rd.    Jeren Kendall to 2nd.  ","Jeren Kendall","Seth Blair",0,0,1,"fly_ball",0,2,0,2,1,1,"L","R",13,"576720.00",18,2,"N","2019-06-15"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Franklin Van Gurp",1,3,1,,2,8,2,8,0,0,"R","R",13,"576720.00",64,7,"N","2019-06-15"
"120.48","115.08","field_out","field_out","Jacob Amaya flies out to center fielder Michael Siani.  ","Jacob Amaya","Eduardo Salazar",1,2,0,"fly_ball",0,1,0,1,1,0,"R","R",14,"577490.00",37,5,"N","2019-06-15"
,,,"walk","Starling Heredia walks.  ","Starling Heredia","Franklin Van Gurp",0,3,0,,2,7,2,8,0,0,"R","R",13,"576720.00",48,5,"N","2019-06-15"
"236.30","70.95","home_run","home_run","Eric Peterson homers (1) on a line drive to right field.  ","Eric Peterson","Emmanuel Ramirez",1,2,2,"line_drive",9,0,9,1,1,1,"R","R",12,"584799.00",56,7,"Y","2019-06-15"
,,,"strikeout","Eric Peterson strikes out swinging.  ","Eric Peterson","Emmanuel Ramirez",0,1,2,,5,0,5,0,0,0,"R","R",12,"584799.00",35,5,"Y","2019-06-15"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Seth Blair",0,1,2,,2,5,2,5,0,0,"L","R",13,"576720.00",37,4,"N","2019-06-15"
"148.93","167.46","field_out","field_out","Eric Peterson lines out to first baseman Brad Zunica.  ","Eric Peterson","Jean Cosme",1,2,2,"line_drive",11,6,11,6,1,0,"R","R",12,"584799.00",70,8,"Y","2019-06-15"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Seth Blair",0,1,2,,2,4,2,4,0,0,"R","R",13,"576720.00",30,3,"N","2019-06-15"
,,,"hit_by_pitch","Miguel Vargas hit by pitch.  ","Miguel Vargas","Matt Pidich",0,2,1,,4,1,4,1,0,0,"R","R",14,"577490.00",57,7,"N","2019-06-15"
"143.59","153.54","field_out","field_out","Devin Mann pops out to second baseman Esteury Ruiz.  ","Devin Mann","Seth Blair",1,1,1,"popup",2,6,2,6,1,0,"R","R",13,"576720.00",39,4,"N","2019-06-15"
,,,"strikeout","Eric Peterson strikes out swinging.  ","Eric Peterson","Adrian Morejon",1,1,2,,1,0,1,0,0,0,"R","L",12,"584799.00",12,2,"Y","2019-06-15"
"213.49","71.72","home_run","home_run","Jeren Kendall homers (5) on a fly ball to right field.  ","Jeren Kendall","Reiss Knehr",0,3,2,"fly_ball",0,0,0,1,1,1,"L","R",13,"576720.00",6,1,"N","2019-06-15"
,,,"walk","Starling Heredia walks.   Nick Yarnall scores.    Donovan Casey to 3rd.    Deacon Liput to 2nd.  ","Starling Heredia","Reiss Knehr",2,3,2,,0,1,0,2,0,0,"R","R",13,"576720.00",12,1,"N","2019-06-15"
