"hc_x","hc_y","next_event_type","event_and_next_event_type","event_description","batter_name","pitcher_name","outs","balls","strikes","hit_trajectory","fld_score","bat_score","post_fld_score","post_bat_score","is_hit_into_play","is_hit_into_play_basehit","bat_side","pitch_hand","sport_id","game_pk","at_bat_number","event_inning","top_inning_sw","game_date"
"44.29","112.23","double","double","Dillon Paulson doubles (1) on a line drive to left fielder Lazaro Armenteros.   Hunter Feduccia scores.  ","Dillon Paulson","Hogan Harris",2,1,0,"line_drive",0,0,0,1,1,1,"L","L",13,"576739.00",16,2,"N","2019-07-27"
"93.26","45.85","double","double","Jacob Amaya doubles (24) on a fly ball to center fielder Parker Meadows.   Chris Roller scores.  ","Jacob Amaya","Gio Arriera",1,3,2,"fly_ball",0,3,0,4,1,1,"R","R",14,"578000.00",34,5,"Y","2019-07-27"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Hogan Harris",0,1,2,,0,0,0,0,0,0,"R","L",13,"576739.00",13,2,"N","2019-07-27"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Peter Bayer",1,2,2,,6,1,6,1,0,0,"L","R",13,"576739.00",62,7,"N","2019-07-27"
"87.98","105.08","single","single","Hunter Feduccia singles on a soft line drive to left fielder Lazaro Armenteros.  ","Hunter Feduccia","Hogan Harris",2,1,0,"line_drive",3,1,3,1,1,1,"L","L",13,"576739.00",35,4,"N","2019-07-27"
,,,"walk","Jeren Kendall walks.  ","Jeren Kendall","Will Gilbert",2,3,2,,7,3,7,3,0,0,"L","L",13,"576739.00",84,9,"N","2019-07-27"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Peter Bayer",2,2,2,,6,1,6,1,0,0,"L","R",13,"576739.00",65,7,"N","2019-07-27"
,,,"strikeout","Garrett Hope called out on strikes.  ","Garrett Hope","Alexuan Vega",1,0,2,,4,7,4,7,0,0,"R","L",16,"583996.00",39,4,"Y","2019-07-27"
"128.50","179.75","grounded_into_double_play","grounded_into_double_play","Hunter Feduccia grounds into a double play, pitcher Peter Bayer to shortstop Jeremy Eierman to first baseman Alfonso Rivas.   Miguel Vargas out at 2nd.    Hunter Feduccia out at 1st.  ","Hunter Feduccia","Peter Bayer",1,1,2,"ground_ball",7,1,7,1,1,0,"L","R",13,"576739.00",74,8,"N","2019-07-27"
,,,"strikeout","Jacob Amaya strikes out swinging.  ","Jacob Amaya","Gio Arriera",1,2,2,,0,0,0,0,0,0,"R","R",14,"578000.00",2,1,"Y","2019-07-27"
"191.25","103.50","single","single","Miguel Vargas singles on a line drive to right fielder Jameson Hannah.  ","Miguel Vargas","Peter Bayer",1,2,1,"line_drive",7,1,7,1,1,1,"R","R",13,"576739.00",73,8,"N","2019-07-27"
"185.32","124.59","single","single","Jacob Amaya singles on a fly ball to right fielder Ulrich Bojarski.   Chris Roller to 2nd.  ","Jacob Amaya","Gio Arriera",1,1,0,"fly_ball",0,1,0,1,1,1,"R","R",14,"578000.00",17,3,"Y","2019-07-27"
"105.37","168.20","field_out","field_out","Jacob Amaya grounds out, third baseman Nick Quintana to first baseman Zach Malis.  ","Jacob Amaya","Zack Hess",1,3,2,"ground_ball",2,6,2,6,1,0,"R","R",14,"578000.00",67,9,"Y","2019-07-27"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Will Gilbert",1,2,2,,7,1,7,1,0,0,"R","L",13,"576739.00",82,9,"N","2019-07-27"
"106.52","76.92","sac_fly","sac_fly","Garrett Hope out on a sacrifice fly to center fielder Junior Perez.   Aldo Espinoza scores.  ","Garrett Hope","Alexuan Vega",0,1,0,"fly_ball",0,4,0,5,1,0,"R","L",16,"583996.00",22,3,"Y","2019-07-27"
,,,"strikeout","Starling Heredia called out on strikes.  ","Starling Heredia","Will Gilbert",0,3,2,,7,1,7,1,0,0,"R","L",13,"576739.00",79,9,"N","2019-07-27"
"70.78","24.83","home_run","home_run","Garrett Hope homers (1) on a fly ball to left center field.  ","Garrett Hope","Mason Thompson",0,2,0,"fly_ball",0,1,0,2,1,1,"R","R",16,"583996.00",10,2,"Y","2019-07-27"
"92.75","103.50","single","single","Deacon Liput singles on a sharp line drive to left fielder Lazaro Armenteros.   Dillon Paulson to 3rd.    Deacon Liput to 2nd.  Dillon Paulson advances to 3rd, on a fielding error by left fielder Lazaro Armenteros.  ","Deacon Liput","Will Gilbert",1,0,0,"line_drive",7,1,7,1,1,1,"L","L",13,"576739.00",81,9,"N","2019-07-27"
"200.78","105.88","field_out","field_out","Miguel Vargas flies out to right fielder Jameson Hannah.   Jeren Kendall to 3rd.  ","Miguel Vargas","Michael Danielak",1,2,0,"fly_ball",3,1,3,1,1,0,"R","R",13,"576739.00",51,6,"N","2019-07-27"
,,,"strikeout","Deacon Liput strikes out swinging.  ","Deacon Liput","Hogan Harris",2,2,2,,0,1,0,1,0,0,"L","L",13,"576739.00",17,2,"N","2019-07-27"
"118.97","189.29","field_out","field_out","Dillon Paulson grounds out softly, pitcher Peter Bayer to first baseman Alfonso Rivas.  ","Dillon Paulson","Peter Bayer",0,0,1,"ground_ball",6,1,6,1,1,0,"L","R",13,"576739.00",61,7,"N","2019-07-27"
"136.44","171.81","single","single","Deacon Liput singles on a bunt ground ball to shortstop Jeremy Eierman.  ","Deacon Liput","Hogan Harris",1,1,0,"ground_ball",3,1,3,1,1,1,"L","L",13,"576739.00",42,5,"N","2019-07-27"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Michael Danielak",1,1,2,,3,1,3,1,0,0,"R","R",13,"576739.00",43,5,"N","2019-07-27"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Michael Danielak",2,1,2,,3,1,3,1,0,0,"R","R",13,"576739.00",53,6,"N","2019-07-27"
"81.63","95.55","field_out","field_out","Miguel Vargas flies out to left fielder Lazaro Armenteros.  ","Miguel Vargas","Hogan Harris",1,1,1,"fly_ball",3,1,3,1,1,0,"R","L",13,"576739.00",34,4,"N","2019-07-27"
"181.72","106.67","single","single","Jeren Kendall singles on a sharp ground ball to right fielder Jameson Hannah.  ","Jeren Kendall","Michael Danielak",0,0,0,"ground_ball",3,1,3,1,1,1,"L","R",13,"576739.00",49,6,"N","2019-07-27"
"110.23","174.19","force_out","force_out","Starling Heredia grounds into a force out, third baseman Jonah Bride to second baseman Trace Loehr.   Hunter Feduccia out at 2nd.  ","Starling Heredia","Hogan Harris",2,1,1,"ground_ball",3,1,3,1,1,0,"R","L",13,"576739.00",36,4,"N","2019-07-27"
"188.07","120.18","field_out","field_out","Jeren Kendall flies out to right fielder Jameson Hannah.  ","Jeren Kendall","Hogan Harris",1,1,0,"fly_ball",1,1,1,1,1,0,"L","L",13,"576739.00",25,3,"N","2019-07-27"
,,,"walk","Hunter Feduccia walks.  ","Hunter Feduccia","Michael Danielak",2,3,2,,3,1,3,1,0,0,"L","R",13,"576739.00",52,6,"N","2019-07-27"
"84.81","112.23","single","single","Dillon Paulson singles on a line drive to left fielder Lazaro Armenteros.  ","Dillon Paulson","Will Gilbert",1,0,1,"line_drive",7,1,7,1,1,1,"L","L",13,"576739.00",80,9,"N","2019-07-27"
"144.38","186.11","single","single","Brandon Montgomery singles on a bunt ground ball to pitcher Ty Damron.   Starling Heredia to 2nd.  ","Brandon Montgomery","Ty Damron",0,0,0,"ground_ball",0,1,0,1,1,1,"R","L",13,"576738.00",54,7,"N","2019-07-26"
"145.97","160.69","field_out","field_out","Miguel Vargas grounds out, second baseman Trace Loehr to first baseman Alfonso Rivas.  ","Miguel Vargas","Ty Damron",1,2,1,"ground_ball",0,5,0,5,1,0,"R","L",13,"576738.00",58,7,"N","2019-07-26"
"130.88","77.28","sac_fly","sac_fly","Jeren Kendall out on a sacrifice fly to center fielder Lazaro Armenteros.   Starling Heredia scores.    Brandon Montgomery to 3rd.  ","Jeren Kendall","Nick Highberger",1,1,2,"fly_ball",0,6,0,7,1,0,"L","R",13,"576738.00",69,8,"N","2019-07-26"
"192.84","132.89","field_out","field_out","Miguel Vargas flies out to right fielder Jameson Hannah.  ","Miguel Vargas","Wandisson Charles",2,3,2,"fly_ball",0,7,0,7,1,0,"R","R",13,"576738.00",71,8,"N","2019-07-26"
,,,"hit_by_pitch","Marcus Chiu hit by pitch.  ","Marcus Chiu","Xavier Altamirano",2,0,1,,0,0,0,0,0,0,"R","R",13,"576738.00",32,4,"N","2019-07-26"
,,,"strikeout","Brandon Montgomery strikes out swinging.  ","Brandon Montgomery","Xavier Altamirano",1,3,2,,0,1,0,1,0,0,"R","R",13,"576738.00",39,5,"N","2019-07-26"
"104.67","128.91","field_out","field_out","Hunter Feduccia pops out to shortstop Jeremy Eierman.  ","Hunter Feduccia","Ty Damron",2,2,2,"popup",0,1,0,1,1,0,"L","L",13,"576738.00",49,6,"N","2019-07-26"
"111.82","78.08","single","single","Miguel Vargas singles on a line drive to center fielder Lazaro Armenteros.   Jeren Kendall to 3rd.    Miguel Vargas to 2nd.  ","Miguel Vargas","Xavier Altamirano",1,1,1,"line_drive",0,1,0,1,1,1,"R","R",13,"576738.00",46,6,"N","2019-07-26"
"131.67","83.64","single","single","Starling Heredia singles on a ground ball to center fielder Lazaro Armenteros.  ","Starling Heredia","Ty Damron",0,0,0,"ground_ball",0,1,0,1,1,1,"R","L",13,"576738.00",53,7,"N","2019-07-26"
,,,"walk","Jacob Amaya walks.  ","Jacob Amaya","Connor Curlis",2,3,1,,0,0,0,0,0,0,"R","L",14,"577369.00",19,3,"Y","2019-07-26"
"211.11","69.34","home_run","home_run","Jeren Kendall homers (12) on a fly ball to right field.    Brandon Montgomery scores.    Jeter Downs scores.  ","Jeren Kendall","Ty Damron",0,0,0,"fly_ball",0,2,0,5,1,1,"L","L",13,"576738.00",56,7,"N","2019-07-26"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Xavier Altamirano",1,0,2,,0,1,0,1,0,0,"R","R",13,"576738.00",47,6,"N","2019-07-26"
"105.18","175.65","field_error","field_error","Jacob Amaya reaches on a throwing error by third baseman Juan Martinez.   Jacob Amaya to 2nd.  ","Jacob Amaya","Connor Curlis",0,0,0,"ground_ball",0,0,0,0,1,0,"R","L",14,"577369.00",38,6,"Y","2019-07-26"
"109.43","93.96","single","single","Jeren Kendall singles on a line drive to center fielder Lazaro Armenteros.  ","Jeren Kendall","Xavier Altamirano",0,2,1,"line_drive",0,1,0,1,1,1,"L","R",13,"576738.00",44,6,"N","2019-07-26"
"102.76","112.05","single","single","Jacob Amaya singles on a line drive to left fielder Nate Scantlin.  ","Jacob Amaya","Connor Curlis",2,1,0,"line_drive",0,0,0,0,1,1,"R","L",14,"577369.00",3,1,"Y","2019-07-26"
,,,"strikeout","Brandon Montgomery strikes out swinging.  ","Brandon Montgomery","Xavier Altamirano",0,3,2,,0,0,0,0,0,0,"R","R",13,"576738.00",22,3,"N","2019-07-26"
,,,"strikeout","Miguel Vargas strikes out swinging.  ","Miguel Vargas","Xavier Altamirano",0,1,2,,0,0,0,0,0,0,"R","R",13,"576738.00",12,2,"N","2019-07-26"
"135.65","152.75","field_out","field_out","Miguel Vargas grounds out, second baseman Trace Loehr to first baseman Alfonso Rivas.  ","Miguel Vargas","Xavier Altamirano",1,1,0,"ground_ball",0,0,0,0,1,0,"R","R",13,"576738.00",31,4,"N","2019-07-26"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Ty Damron",2,3,2,,0,5,0,5,0,0,"R","L",13,"576738.00",59,7,"N","2019-07-26"
"172.19","105.08","single","single","Hunter Feduccia singles on a ground ball to right fielder Jameson Hannah.   Marcus Chiu to 2nd.  ","Hunter Feduccia","Xavier Altamirano",2,2,1,"ground_ball",0,0,0,0,1,1,"L","R",13,"576738.00",15,2,"N","2019-07-26"
"150.61","169.60","field_out","field_out","Jacob Amaya grounds out to first baseman Cameron Warren.  ","Jacob Amaya","Andy Fisher",1,1,2,"ground_ball",0,0,0,0,1,0,"R","L",14,"577369.00",56,8,"Y","2019-07-26"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Xavier Altamirano",1,2,2,,0,0,0,0,0,0,"L","R",13,"576738.00",6,1,"N","2019-07-26"
,,,"hit_by_pitch","Marcus Chiu hit by pitch.  ","Marcus Chiu","Xavier Altamirano",1,1,1,,0,0,0,0,0,0,"R","R",13,"576738.00",13,2,"N","2019-07-26"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Xavier Altamirano",0,2,2,,0,1,0,1,0,0,"R","R",13,"576738.00",38,5,"N","2019-07-26"
"88.78","97.14","field_out","field_out","Jeren Kendall flies out to left fielder Nico Giarratano.  ","Jeren Kendall","Xavier Altamirano",2,0,1,"fly_ball",0,0,0,0,1,0,"L","R",13,"576738.00",24,3,"N","2019-07-26"
,,,"strikeout","Starling Heredia strikes out swinging.  ","Starling Heredia","Xavier Altamirano",2,2,2,,0,0,0,0,0,0,"R","R",13,"576738.00",16,2,"N","2019-07-26"
,,,"walk","Starling Heredia walks.   Hunter Feduccia to 2nd.  ","Starling Heredia","Nick Highberger",1,3,2,,0,5,0,5,0,0,"R","R",13,"576738.00",66,8,"N","2019-07-26"
"131.67","82.05","single","single","Hunter Feduccia singles on a ground ball to center fielder Lazaro Armenteros.  ","Hunter Feduccia","Nick Highberger",1,3,2,"ground_ball",0,5,0,5,1,1,"L","R",13,"576738.00",65,8,"N","2019-07-26"
,,,"walk","Brandon Montgomery walks.   Hunter Feduccia to 3rd.    Starling Heredia to 2nd.  ","Brandon Montgomery","Nick Highberger",1,3,2,,0,5,0,5,0,0,"R","R",13,"576738.00",67,8,"N","2019-07-26"
,,,"strikeout","Hunter Feduccia called out on strikes.  ","Hunter Feduccia","Xavier Altamirano",2,2,2,,0,1,0,1,0,0,"L","R",13,"576738.00",34,4,"N","2019-07-26"
"79.25","94.76","single","single","Miguel Vargas singles on a ground ball to left fielder Zane Gurwitz.  ","Miguel Vargas","JC Ramirez",1,2,2,"ground_ball",1,1,1,1,1,1,"R","R",13,"576737.00",65,8,"N","2019-07-25"
"130.09","93.17","field_out","field_out","Deacon Liput flies out to center fielder Orlando Martinez.  ","Deacon Liput","JC Ramirez",0,0,1,"fly_ball",1,1,1,1,1,0,"L","R",13,"576737.00",57,7,"N","2019-07-25"
"76.86","103.50","field_out","field_out","Dillon Paulson flies out to left fielder Zane Gurwitz.  ","Dillon Paulson","Nate Bertness",2,0,0,"fly_ball",3,1,1,3,1,0,"L","L",13,"576737.00",83,10,"N","2019-07-25"
"111.85","156.88","force_out","force_out","Jacob Amaya grounds into a force out, shortstop Miguel Hernandez to second baseman Randy Ventura.   Kody Hoese out at 2nd.  ","Jacob Amaya","Nick Lodolo",2,0,0,"ground_ball",3,1,3,1,1,0,"R","L",14,"577368.00",24,3,"Y","2019-07-25"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Luke Lind",2,1,2,,1,1,1,1,0,0,"L","R",13,"576737.00",46,5,"N","2019-07-25"
"131.67","77.28","field_out","field_out","Marcus Chiu flies out to center fielder Orlando Martinez.  ","Marcus Chiu","Jorge Tavarez",1,0,0,"fly_ball",1,1,1,1,1,0,"R","R",13,"576737.00",71,9,"N","2019-07-25"
,,,"strikeout","Starling Heredia strikes out swinging.   Deacon Liput to 3rd.  Wild pitch by pitcher Jorge Tavarez.  ","Starling Heredia","Jorge Tavarez",0,1,2,,3,1,3,1,0,0,"R","R",13,"576737.00",79,10,"N","2019-07-25"
,,,"strikeout","Marcus Chiu strikes out swinging.  ","Marcus Chiu","Luke Lind",1,0,2,,1,1,1,1,0,0,"R","R",13,"576737.00",52,6,"N","2019-07-25"
"109.43","93.17","single","single","Dillon Paulson singles on a ground ball to center fielder Orlando Martinez.  ","Dillon Paulson","Cooper Criswell",0,2,1,"ground_ball",0,1,0,1,1,1,"L","R",13,"576737.00",30,4,"N","2019-07-25"
,,,"strikeout","Jeren Kendall strikes out swinging.  ","Jeren Kendall","Cooper Criswell",0,1,2,,0,1,0,1,0,0,"L","R",13,"576737.00",31,4,"N","2019-07-25"
,,,"strikeout","Jeren Kendall called out on strikes.  ","Jeren Kendall","Jorge Tavarez",0,1,2,,1,1,1,1,0,0,"L","R",13,"576737.00",70,9,"N","2019-07-25"
"145.18","158.31","field_out","field_out","Jeren Kendall grounds out, second baseman D.  C. Arendas to first baseman Devin Davis.  ","Jeren Kendall","Cooper Criswell",0,0,0,"ground_ball",0,0,0,0,1,0,"L","R",13,"576737.00",12,2,"N","2019-07-25"
,,,"walk","Miguel Vargas walks.  ","Miguel Vargas","Jorge Tavarez",2,3,2,,3,1,3,1,0,0,"R","R",13,"576737.00",82,10,"N","2019-07-25"
"115.79","153.54","field_error","field_error","Marcus Chiu reaches on a throwing error by shortstop Michael Stefanic.  ","Marcus Chiu","Cooper Criswell",1,2,2,"ground_ball",0,0,0,0,1,0,"R","R",13,"576737.00",13,2,"N","2019-07-25"
,,,"strikeout","Dillon Paulson strikes out swinging.  ","Dillon Paulson","Cooper Criswell",1,2,2,,0,0,0,0,0,0,"L","R",13,"576737.00",6,1,"N","2019-07-25"
,,,"strikeout","Marcus Chiu called out on strikes.  ","Marcus Chiu","Cooper Criswell",1,1,2,,0,1,0,1,0,0,"R","R",13,"576737.00",32,4,"N","2019-07-25"
"81.56","69.66","sac_fly","sac_fly","Jacob Amaya out on a sacrifice fly to left fielder Mariel Bautista.   Dan Robinson scores.  ","Jacob Amaya","Adrian Rodriguez",1,3,2,"fly_ball",4,1,4,2,1,0,"R","R",14,"577368.00",43,5,"Y","2019-07-25"
,,,"strikeout_double_play","Dillon Paulson strikes out swinging, catcher Alexis Olmeda.   Miguel Vargas out at 1st.  Dillon Paulson out on batter interference.  ","Dillon Paulson","JC Ramirez",1,2,2,,1,1,1,1,0,0,"L","R",13,"576737.00",66,8,"N","2019-07-25"
,,,"hit_by_pitch","Jacob Amaya hit by pitch.  ","Jacob Amaya","Eddy Demurias",0,0,1,,4,3,4,3,0,0,"R","R",14,"577368.00",73,9,"Y","2019-07-25"
"130.88","220.27","field_out","field_out","Jeren Kendall pops out to catcher Alexis Olmeda in foul territory.  ","Jeren Kendall","Luke Lind",0,3,2,"popup",1,1,1,1,1,0,"L","R",13,"576737.00",51,6,"N","2019-07-25"
,,,"strikeout","Deacon Liput called out on strikes.  ","Deacon Liput","Jorge Tavarez",2,1,2,,1,1,1,1,0,0,"L","R",13,"576737.00",73,9,"N","2019-07-25"
"127.70","183.73","field_out","field_out","Miguel Vargas grounds out, pitcher Cooper Criswell to first baseman Devin Davis.   Brayan Morales to 2nd.  ","Miguel Vargas","Cooper Criswell",0,0,0,"ground_ball",0,0,0,0,1,0,"R","R",13,"576737.00",5,1,"N","2019-07-25"
"84.01","102.70","field_out","field_out","Miguel Vargas flies out to left fielder Zane Gurwitz.  ","Miguel Vargas","Cooper Criswell",2,1,2,"fly_ball",0,1,0,1,1,0,"R","R",13,"576737.00",25,3,"N","2019-07-25"
,,,"walk","Brayan Morales walks.  ","Brayan Morales","Jorge Tavarez",2,3,1,,3,1,3,1,0,0,"R","R",13,"576737.00",81,10,"N","2019-07-25"
,,,"strikeout","Brandon Montgomery strikes out swinging.  ","Brandon Montgomery","JC Ramirez",2,0,2,,1,1,1,1,0,0,"R","R",13,"576737.00",59,7,"N","2019-07-25"
,,,"walk","Miguel Vargas walks.   Brayan Morales to 2nd.  ","Miguel Vargas","Cooper Criswell",2,3,1,,1,1,1,1,0,0,"R","R",13,"576737.00",45,5,"N","2019-07-25"
,,,"strikeout","Brayan Morales strikes out swinging.  ","Brayan Morales","JC Ramirez",0,2,2,,1,1,1,1,0,0,"R","R",13,"576737.00",64,8,"N","2019-07-25"
,,,"strikeout","Jacob Amaya called out on strikes.  ","Jacob Amaya","Clate Schmidt",1,3,2,,4,2,4,2,0,0,"R","R",14,"577368.00",58,7,"Y","2019-07-25"
"157.89","191.67","field_out","field_out","Starling Heredia pops out to first baseman Devin Davis in foul territory.  ","Starling Heredia","JC Ramirez",1,0,1,"popup",1,1,1,1,1,0,"R","R",13,"576737.00",58,7,"N","2019-07-25"
"189.66","138.45","single","single","Brayan Morales singles on a soft line drive to right fielder Gareth Morgan.   Starling Heredia to 3rd.  ","Brayan Morales","Cooper Criswell",2,1,1,"line_drive",1,1,1,1,1,1,"R","R",13,"576737.00",44,5,"N","2019-07-25"
"128.50","100.32","single","single","Brayan Morales singles on a soft fly ball to center fielder Orlando Martinez.  ","Brayan Morales","Cooper Criswell",1,3,2,"fly_ball",0,1,0,1,1,1,"R","R",13,"576737.00",24,3,"N","2019-07-25"
"84.81","97.14","single","single","Brayan Morales singles on a sharp ground ball to left fielder Zane Gurwitz.  ","Brayan Morales","Cooper Criswell",0,0,0,"ground_ball",0,0,0,0,1,1,"R","R",13,"576737.00",4,1,"N","2019-07-25"
"146.77","177.37","force_out","force_out","Deacon Liput grounds into a force out, first baseman Devin Davis to shortstop Michael Stefanic.   Stevie Berman out at 2nd.    Deacon Liput to 1st.  ","Deacon Liput","Cooper Criswell",1,2,2,"ground_ball",0,1,0,1,1,0,"L","R",13,"576737.00",15,2,"N","2019-07-25"
"84.01","109.06","single","single","Brandon Montgomery singles on a line drive to left fielder Zane Gurwitz.  ","Brandon Montgomery","Cooper Criswell",1,2,2,"line_drive",0,1,0,1,1,1,"R","R",13,"576737.00",23,3,"N","2019-07-25"
"130.09","93.17","field_out","field_out","Brandon Montgomery flies out to center fielder Orlando Martinez.  ","Brandon Montgomery","Cooper Criswell",1,2,2,"fly_ball",1,1,1,1,1,0,"R","R",13,"576737.00",43,5,"N","2019-07-25"
"149.95","171.02","field_out","field_out","Deacon Liput grounds out, first baseman Devin Davis to pitcher Cooper Criswell.  ","Deacon Liput","Cooper Criswell",0,1,2,"ground_ball",1,1,1,1,1,0,"L","R",13,"576737.00",41,5,"N","2019-07-25"
"111.02","93.17","single","single","Starling Heredia singles on a sharp line drive to center fielder Orlando Martinez.  ","Starling Heredia","Cooper Criswell",1,1,2,"line_drive",1,1,1,1,1,1,"R","R",13,"576737.00",42,5,"N","2019-07-25"
,,,"strikeout","Jacob Amaya called out on strikes.  ","Jacob Amaya","Nick Lodolo",0,0,2,,2,0,2,0,0,0,"R","L",14,"577368.00",10,2,"Y","2019-07-25"
"190.46","122.56","field_out","field_out","Starling Heredia flies out to right fielder Gareth Morgan.  ","Starling Heredia","Cooper Criswell",0,2,2,"fly_ball",0,1,0,1,1,0,"R","R",13,"576737.00",22,3,"N","2019-07-25"
"149.95","159.90","field_out","field_out","Jeren Kendall grounds out sharply, second baseman Michael Stefanic to first baseman Devin Davis.   Jeter Downs scores.  ","Jeren Kendall","Oliver Ortega",0,0,0,"ground_ball",1,0,1,1,1,0,"L","R",13,"576736.00",6,1,"N","2019-07-24"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Oliver Ortega",2,3,2,,1,1,1,1,0,0,"L","R",13,"576736.00",28,3,"N","2019-07-24"
,,,"walk","Dillon Paulson walks.  ","Dillon Paulson","Oliver Ortega",2,3,2,,1,1,1,1,0,0,"L","R",13,"576736.00",8,1,"N","2019-07-24"
,,,"walk","Miguel Vargas walks.   Starling Heredia scores.    Donovan Casey to 3rd.    Dillon Paulson to 2nd.  ","Miguel Vargas","Oliver Ortega",2,3,0,,1,1,1,2,0,0,"R","R",13,"576736.00",29,3,"N","2019-07-24"
